filename,section|field|value
form_64.pdf,section5|קופת חולים/כללית|
form_64.pdf,section5|קופת חולים/מאוחדת|
form_64.pdf,section5|קופת חולים/מכבי|
form_64.pdf,section5|קופת חולים/לאומית|V
form_65.pdf,header|אל קופ״ח/בי״ח|מירון
form_65.pdf,header|תאריך מילוי הטופס|0  3  0  6  2  0  2  3
form_65.pdf,header|תאריך קבלת הטופס בקופה|0  9  0  4  2  0  2  3
form_65.pdf,section1|תאריך הפגיעה|0  6  0  8  2  0  2  3
form_65.pdf,section2|שם משפחה|מנצור
form_65.pdf,section2|שם פרטי|איתי
form_65.pdf,section2|ת.ז|5  3  4  6  2  0  9  3  2  3
form_65.pdf,section2|תאריך לידה|1 0 0 7 2 0 2 3
form_65.pdf,section2|רחוב|נוה עוז
form_65.pdf,section2|מס' בית|150
form_65.pdf,section2|כניסה|2
form_65.pdf,section2|דירה|27
form_65.pdf,section2|יישוב|ברקת
form_65.pdf,section2|מיקוד|730037
form_65.pdf,section2|טלפון קווי|0  5  4  9  3  5  2  7  8  6
form_65.pdf,section2|טלפון נייד|0  5  4  3  5  7  7  9  9  1
form_65.pdf,section3|בתאריך|04.11.2023
form_65.pdf,section3|בשעה|08:16
form_65.pdf,section3|כאשר עבדתי ב|נהיגה
form_65.pdf,section3|נסיבות הפגיעה / תיאור התאונה|החלקה על רצפה רטובה במהלך העבודה.
form_65.pdf,section3|האיבר שנפגע|גב
form_65.pdf,section4|שם המבקש|תאלין מור
form_65.pdf,section4|חתימה|signed
form_65.pdf,section5|אבחנה רפואית 1|7  6  2  3
form_65.pdf,section5|אבחנה רפואית 2|7  0  8  9
form_65.pdf,section2|מין/זכר|V
form_65.pdf,section2|מין/נקבה|
form_65.pdf,section3|מקום התאונה/מפעל|V
form_65.pdf,section3|מקום התאונה/ת. דרכים בעבודה|
form_65.pdf,section3|מקום התאונה/ת. דרכים בדרך לעבודה/מהעבודה|
form_65.pdf,section3|מקום התאונה/תאונה בדרך לא רכב|
form_65.pdf,section3|מקום התאונה/אחר|
form_65.pdf,section5|סטטוס חברות בקופת חולים/הנפגע חבר בקופת חולים|V
form_65.pdf,section5|סטטוס חברות בקופת חולים/הנפגע אינו חבר בקופת חולים|
form_65.pdf,section5|קופת חולים/כללית|
form_65.pdf,section5|קופת חולים/מאוחדת|
form_65.pdf,section5|קופת חולים/מכבי|V
form_65.pdf,section5|קופת חולים/לאומית|
form_66.pdf,header|אל קופ״ח/בי״ח|חיננית
form_66.pdf,header|תאריך מילוי הטופס|2  0  0  6  2  0  2  3
form_66.pdf,header|תאריך קבלת הטופס בקופה|2  2  0  7  2  0  2  3
form_66.pdf,section1|תאריך הפגיעה|0  8  1  1  2  0  2  3
form_66.pdf,section2|שם משפחה|שקד
form_66.pdf,section2|שם פרטי|מוחמד
form_66.pdf,section2|ת.ז|8  9  3  3  3  1  5  3  1  5
form_66.pdf,section2|תאריך לידה|0 5 0 4 2 0 2 3
form_66.pdf,section2|רחוב|המלכים
form_66.pdf,section2|מס' בית|97
form_66.pdf,section2|כניסה|4
form_66.pdf,section2|דירה|8
form_66.pdf,section2|יישוב|חשמונאים
form_66.pdf,section2|מיקוד|150073
form_66.pdf,section2|טלפון קווי|0  5  4  5  9  5  1  6  0  6
form_66.pdf,section2|טלפון נייד|0  5  4  5  7  8  9  0  8  5
form_66.pdf,section3|בתאריך|21.05.2023
form_66.pdf,section3|בשעה|19:23
form_66.pdf,section3|כאשר עבדתי ב|מלצרות
form_66.pdf,section3|נסיבות הפגיעה / תיאור התאונה|איבוד שיווי משקל על שביל רטוב בעת תפקיד.
form_66.pdf,section3|האיבר שנפגע|רגל ימין
form_66.pdf,section4|שם המבקש|לאה עזרא
form_66.pdf,section4|חתימה|
form_66.pdf,section5|אבחנה רפואית 1|0  6  0  3
form_66.pdf,section5|אבחנה רפואית 2|5  7  8  9
form_66.pdf,section2|מין/זכר|V
form_66.pdf,section2|מין/נקבה|
form_66.pdf,section3|מקום התאונה/מפעל|
form_66.pdf,section3|מקום התאונה/ת. דרכים בעבודה|V
form_66.pdf,section3|מקום התאונה/ת. דרכים בדרך לעבודה/מהעבודה|
form_66.pdf,section3|מקום התאונה/תאונה בדרך לא רכב|
form_66.pdf,section3|מקום התאונה/אחר|
form_66.pdf,section5|סטטוס חברות בקופת חולים/הנפגע חבר בקופת חולים|V
form_66.pdf,section5|סטטוס חברות בקופת חולים/הנפגע אינו חבר בקופת חולים|
form_66.pdf,section5|קופת חולים/כללית|
form_66.pdf,section5|קופת חולים/מאוחדת|V
form_66.pdf,section5|קופת חולים/מכבי|
form_66.pdf,section5|קופת חולים/לאומית|
form_67.pdf,header|אל קופ״ח/בי״ח|גיתית
form_67.pdf,header|תאריך מילוי הטופס|0  9  0  7  2  0  2  3
form_67.pdf,header|תאריך קבלת הטופס בקופה|0  5  0  2  2  0  2  3
form_67.pdf,section1|תאריך הפגיעה|0  5  0  4  2  0  2  3
form_67.pdf,section2|שם משפחה|יוסופוב
form_67.pdf,section2|שם פרטי|ניתאי
form_67.pdf,section2|ת.ז|5  9  4  3  8  6  6  3  2  4
form_67.pdf,section2|תאריך לידה|2 1 0 8 2 0 2 3
form_67.pdf,section2|רחוב|אלעקבה
form_67.pdf,section2|מס' בית|26
form_67.pdf,section2|כניסה|4
form_67.pdf,section2|דירה|19
form_67.pdf,section2|יישוב|עין אל-אסד
form_67.pdf,section2|מיקוד|309955
form_67.pdf,section2|טלפון קווי|0  5  4  0  2  3  7  6  7  5
form_67.pdf,section2|טלפון נייד|0  5  4  3  8  9  7  5  2  4
form_67.pdf,section3|בתאריך|22.05.2023
form_67.pdf,section3|בשעה|12:44
form_67.pdf,section3|כאשר עבדתי ב|נהיגה
form_67.pdf,section3|נסיבות הפגיעה / תיאור התאונה|החלקה על משטח חלק בעת ביצוע מטלה.
form_67.pdf,section3|האיבר שנפגע|יד ימין
form_67.pdf,section4|שם המבקש|אלרואי מלכה
form_67.pdf,section4|חתימה|signed
form_67.pdf,section5|אבחנה רפואית 1|3  0  8  9
form_67.pdf,section5|אבחנה רפואית 2|8  0  9  4
form_67.pdf,section2|מין/זכר|
form_67.pdf,section2|מין/נקבה|V
form_67.pdf,section3|מקום התאונה/מפעל|
form_67.pdf,section3|מקום התאונה/ת. דרכים בעבודה|
form_67.pdf,section3|מקום התאונה/ת. דרכים בדרך לעבודה/מהעבודה|
form_67.pdf,section3|מקום התאונה/תאונה בדרך לא רכב|
form_67.pdf,section3|מקום התאונה/אחר|V
form_67.pdf,section5|סטטוס חברות בקופת חולים/הנפגע חבר בקופת חולים|V
form_67.pdf,section5|סטטוס חברות בקופת חולים/הנפגע אינו חבר בקופת חולים|
form_67.pdf,section5|קופת חולים/כללית|V
form_67.pdf,section5|קופת חולים/מאוחדת|
form_67.pdf,section5|קופת חולים/מכבי|
form_67.pdf,section5|קופת חולים/לאומית|
form_68.pdf,header|אל קופ״ח/בי״ח|צפרירים
form_68.pdf,header|תאריך מילוי הטופס|0  6  1  2  2  0  2  3
form_68.pdf,header|תאריך קבלת הטופס בקופה|1  2  1  0  2  0  2  3
form_68.pdf,section1|תאריך הפגיעה|1  5  0  5  2  0  2  3
form_68.pdf,section2|שם משפחה|כחלון
form_68.pdf,section2|שם פרטי|יוסף
form_68.pdf,section2|ת.ז|2  7  5  3  8  6  6  0  0  6
form_68.pdf,section2|תאריך לידה|2 5 0 8 2 0 2 3
form_68.pdf,section2|רחוב|הברדלס
form_68.pdf,section2|מס' בית|49
form_68.pdf,section2|כניסה|2
form_68.pdf,section2|דירה|4
form_68.pdf,section2|יישוב|חשמונאים
form_68.pdf,section2|מיקוד|757142
form_68.pdf,section2|טלפון קווי|0  5  4  2  5  8  8  5  2  5
form_68.pdf,section2|טלפון נייד|0  5  4  7  8  2  5  0  3  8
form_68.pdf,section3|בתאריך|11.03.2023
form_68.pdf,section3|בשעה|11:10
form_68.pdf,section3|כאשר עבדתי ב|מחסן
form_68.pdf,section3|נסיבות הפגיעה / תיאור התאונה|מעידה על שביל רטוב בעת תפקיד.
form_68.pdf,section3|האיבר שנפגע|יד ימין
form_68.pdf,section4|שם המבקש|יזן גרינברג
form_68.pdf,section4|חתימה|signed
form_68.pdf,section5|אבחנה רפואית 1|7  0  5  5
form_68.pdf,section5|אבחנה רפואית 2|6  4  1  9
form_68.pdf,section2|מין/זכר|
form_68.pdf,section2|מין/נקבה|V
form_68.pdf,section3|מקום התאונה/מפעל|
form_68.pdf,section3|מקום התאונה/ת. דרכים בעבודה|V
form_68.pdf,section3|מקום התאונה/ת. דרכים בדרך לעבודה/מהעבודה|
form_68.pdf,section3|מקום התאונה/תאונה בדרך לא רכב|
form_68.pdf,section3|מקום התאונה/אחר|
form_68.pdf,section5|סטטוס חברות בקופת חולים/הנפגע חבר בקופת חולים|V
form_68.pdf,section5|סטטוס חברות בקופת חולים/הנפגע אינו חבר בקופת חולים|
form_68.pdf,section5|קופת חולים/כללית|V
form_68.pdf,section5|קופת חולים/מאוחדת|
form_68.pdf,section5|קופת חולים/מכבי|
form_68.pdf,section5|קופת חולים/לאומית|
form_69.pdf,header|אל קופ״ח/בי״ח|נחלה
form_69.pdf,header|תאריך מילוי הטופס|2  4  1  2  2  0  2  3
form_69.pdf,header|תאריך קבלת הטופס בקופה|0  4  0  5  2  0  2  3
form_69.pdf,section1|תאריך הפגיעה|1  9  0  9  2  0  2  3
form_69.pdf,section2|שם משפחה|דוד
form_69.pdf,section2|שם פרטי|תאלא
form_69.pdf,section2|ת.ז|5  1  2  7  7  4  9  2  3  5
form_69.pdf,section2|תאריך לידה|0 4 0 9 2 0 2 3
form_69.pdf,section2|רחוב|בן צבי יצחק
form_69.pdf,section2|מס' בית|150
form_69.pdf,section2|כניסה|2
form_69.pdf,section2|דירה|26
form_69.pdf,section2|יישוב|נוקדים
form_69.pdf,section2|מיקוד|135112
form_69.pdf,section2|טלפון קווי|0  5  4  5  1  8  2  1  4  7
form_69.pdf,section2|טלפון נייד|0  5  4  3  9  3  8  9  3  5
form_69.pdf,section3|בתאריך|24.10.2023
form_69.pdf,section3|בשעה|20:44
form_69.pdf,section3|כאשר עבדתי ב|מחסן
form_69.pdf,section3|נסיבות הפגיעה / תיאור התאונה|איבוד שיווי משקל על רצפה רטובה בעת תפקיד.
form_69.pdf,section3|האיבר שנפגע|יד שמאל
form_69.pdf,section4|שם המבקש|הילה דרור
form_69.pdf,section4|חתימה|signed
form_69.pdf,section5|אבחנה רפואית 1|0  8  0  5
form_69.pdf,section5|אבחנה רפואית 2|3  5  7  6
form_69.pdf,section2|מין/זכר|V
form_69.pdf,section2|מין/נקבה|
form_69.pdf,section3|מקום התאונה/מפעל|
form_69.pdf,section3|מקום התאונה/ת. דרכים בעבודה|
form_69.pdf,section3|מקום התאונה/ת. דרכים בדרך לעבודה/מהעבודה|
form_69.pdf,section3|מקום התאונה/תאונה בדרך לא רכב|V
form_69.pdf,section3|מקום התאונה/אחר|
form_69.pdf,section5|סטטוס חברות בקופת חולים/הנפגע חבר בקופת חולים|
form_69.pdf,section5|סטטוס חברות בקופת חולים/הנפגע אינו חבר בקופת חולים|V
form_69.pdf,section5|קופת חולים/כללית|
form_69.pdf,section5|קופת חולים/מאוחדת|
form_69.pdf,section5|קופת חולים/מכבי|
form_69.pdf,section5|קופת חולים/לאומית|V
form_70.pdf,header|אל קופ״ח/בי״ח|האון
form_70.pdf,header|תאריך מילוי הטופס|0  9  0  4  2  0  2  3
form_70.pdf,header|תאריך קבלת הטופס בקופה|1  8  1  1  2  0  2  3
form_70.pdf,section1|תאריך הפגיעה|1  0  0  5  2  0  2  3
form_70.pdf,section2|שם משפחה|נחום
form_70.pdf,section2|שם פרטי|אביגיל
form_70.pdf,section2|ת.ז|8  2  6  2  4  4  4  1  4  7
form_70.pdf,section2|תאריך לידה|1 4 0 8 2 0 2 3
form_70.pdf,section2|רחוב|אל-מקפה סמ9
form_70.pdf,section2|מס' בית|82
form_70.pdf,section2|כניסה|3
form_70.pdf,section2|דירה|39
form_70.pdf,section2|יישוב|נטע
form_70.pdf,section2|מיקוד|866455
form_70.pdf,section2|טלפון קווי|0  5  4  4  4  4  6  3  1  1
form_70.pdf,section2|טלפון נייד|0  5  4  0  1  2  5  6  1  7
form_70.pdf,section3|בתאריך|21.03.2023
form_70.pdf,section3|בשעה|16:13
form_70.pdf,section3|כאשר עבדתי ב|מחסן
form_70.pdf,section3|נסיבות הפגיעה / תיאור התאונה|החלקה על מדרגה חלקלקה בעת ביצוע מטלה.
form_70.pdf,section3|האיבר שנפגע|יד שמאל
form_70.pdf,section4|שם המבקש|נריה חביבאללה
form_70.pdf,section4|חתימה|
form_70.pdf,section5|אבחנה רפואית 1|5  0  1  1
form_70.pdf,section5|אבחנה רפואית 2|0  4  7  1
form_70.pdf,section2|מין/זכר|
form_70.pdf,section2|מין/נקבה|V
form_70.pdf,section3|מקום התאונה/מפעל|
form_70.pdf,section3|מקום התאונה/ת. דרכים בעבודה|
form_70.pdf,section3|מקום התאונה/ת. דרכים בדרך לעבודה/מהעבודה|V
form_70.pdf,section3|מקום התאונה/תאונה בדרך לא רכב|
form_70.pdf,section3|מקום התאונה/אחר|
form_70.pdf,section5|סטטוס חברות בקופת חולים/הנפגע חבר בקופת חולים|
form_70.pdf,section5|סטטוס חברות בקופת חולים/הנפגע אינו חבר בקופת חולים|V
form_70.pdf,section5|קופת חולים/כללית|V
form_70.pdf,section5|קופת חולים/מאוחדת|
form_70.pdf,section5|קופת חולים/מכבי|
form_70.pdf,section5|קופת חולים/לאומית|
form_71.pdf,header|אל קופ״ח/בי״ח|ברקת
form_71.pdf,header|תאריך מילוי הטופס|0  6  0  7  2  0  2  3
form_71.pdf,header|תאריך קבלת הטופס בקופה|1  0  0  1  2  0  2  3
form_71.pdf,section1|תאריך הפגיעה|3  0  0  9  2  0  2  3
form_71.pdf,section2|שם משפחה|אחמד
form_71.pdf,section2|שם פרטי|מירא
form_71.pdf,section2|ת.ז|0  9  9  6  9  6  5  2  4  9
form_71.pdf,section2|תאריך לידה|1 4 0 6 2 0 2 3
form_71.pdf,section2|רחוב|הרקפת
form_71.pdf,section2|מס' בית|5
form_71.pdf,section2|כניסה|2
form_71.pdf,section2|דירה|30
form_71.pdf,section2|יישוב|נחלה
form_71.pdf,section2|מיקוד|659983
form_71.pdf,section2|טלפון קווי|0  5  4  4  4  1  3  0  3  2
form_71.pdf,section2|טלפון נייד|0  5  4  5  9  2  2  3  8  0
form_71.pdf,section3|בתאריך|18.11.2023
form_71.pdf,section3|בשעה|12:18
form_71.pdf,section3|כאשר עבדתי ב|מכירות
form_71.pdf,section3|נסיבות הפגיעה / תיאור התאונה|נפילה על רצפה רטובה במהלך העבודה.
form_71.pdf,section3|האיבר שנפגע|רגל שמאל
form_71.pdf,section4|שם המבקש|אליה הופמן
form_71.pdf,section4|חתימה|signed
form_71.pdf,section5|אבחנה רפואית 1|0  1  3  9
form_71.pdf,section5|אבחנה רפואית 2|2  7  7  0
form_71.pdf,section2|מין/זכר|V
form_71.pdf,section2|מין/נקבה|
form_71.pdf,section3|מקום התאונה/מפעל|
form_71.pdf,section3|מקום התאונה/ת. דרכים בעבודה|V
form_71.pdf,section3|מקום התאונה/ת. דרכים בדרך לעבודה/מהעבודה|
form_71.pdf,section3|מקום התאונה/תאונה בדרך לא רכב|
form_71.pdf,section3|מקום התאונה/אחר|
form_71.pdf,section5|סטטוס חברות בקופת חולים/הנפגע חבר בקופת חולים|V
form_71.pdf,section5|סטטוס חברות בקופת חולים/הנפגע אינו חבר בקופת חולים|
form_71.pdf,section5|קופת חולים/כללית|V
form_71.pdf,section5|קופת חולים/מאוחדת|
form_71.pdf,section5|קופת חולים/מכבי|
form_71.pdf,section5|קופת חולים/לאומית|
form_72.pdf,header|אל קופ״ח/בי״ח|עין צורים
form_72.pdf,header|תאריך מילוי הטופס|1  2  0  3  2  0  2  3
form_72.pdf,header|תאריך קבלת הטופס בקופה|1  1  0  8  2  0  2  3
form_72.pdf,section1|תאריך הפגיעה|0  8  0  8  2  0  2  3
form_72.pdf,section2|שם משפחה|קליין
form_72.pdf,section2|שם פרטי|ניר
form_72.pdf,section2|ת.ז|1  5  1  8  8  4  7  3  0  5
form_72.pdf,section2|תאריך לידה|2 7 1 0 2 0 2 3
form_72.pdf,section2|רחוב|מופק דיאב
form_72.pdf,section2|מס' בית|145
form_72.pdf,section2|כניסה|4
form_72.pdf,section2|דירה|36
form_72.pdf,section2|יישוב|אורטל
form_72.pdf,section2|מיקוד|648648
